,Bintang,Pengguna,Komen,Tanggal
2304,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,sdh 1 minggu sy tdk ada ditelpon,31 Desember 2018
2305,Diberi rating 5 bintang dari 5 bintang,Budi Hermawan,mudah mudahan cepet di acc,16 Februari 2019
2306,Diberi rating 5 bintang dari 5 bintang,Sukarno Karno,semoga membantu dan bekerja sama,7 Juni 2019
2307,Diberi rating 5 bintang dari 5 bintang,Miftahul janna Ongan,Belum bisa yah saya pengajuan,4 Juni 2019
2308,Diberi rating 4 bintang dari 5 bintang,Romlan Ichsan,Kl di Acc baru kasih Bintang 5,7 Juni 2019
2309,Diberi rating 1 bintang dari 5 bintang,Lisa Lisa,brengsek cara log outnya di mana cermati bangsat.aplikasi celeng lo,6 Juli 2019
2310,Diberi rating 1 bintang dari 5 bintang,ayah sahla,"jelek banget,.tidak membantu",7 Juli 2019
2311,Diberi rating 4 bintang dari 5 bintang,Ahmad Suherli,Pengajuan kta sy blm ad jawaban,25 Oktober 2018
2312,Diberi rating 4 bintang dari 5 bintang,Supriadi Yadi,Tolong mind pengajuan sy gk ada respoon semua,10 Desember 2018
2313,Diberi rating 4 bintang dari 5 bintang,Dewi Lestary,sdh di tlp ktany nunggu sms tapi blum juga tolong makasih,3 Agustus 2019
2314,Diberi rating 5 bintang dari 5 bintang,Samsul Arifin,sangat bagus dan membantu,5 Februari 2019
2315,Diberi rating 5 bintang dari 5 bintang,widi yantiw,semoga di acc dan cpt prosesnya,17 Maret 2019
2316,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,ia tuh menu nya kemana ko gk ada,15 Februari 2019
2317,Diberi rating 5 bintang dari 5 bintang,Tri Ansyah,smoga diacc buat biaya persalinan.,19 April 2019
2318,Diberi rating 3 bintang dari 5 bintang,wawan darmawan08,Liat ulasan d bawah kbnyakn gak d acc...,6 November 2018
2319,Diberi rating 3 bintang dari 5 bintang,renata anggraini,3 bintang dulu klo di acc bru ditambain,20 November 2018
2320,Diberi rating 5 bintang dari 5 bintang,fleet pdaep,ok banget pokonya.sangat membantu,11 Februari 2019
2321,Diberi rating 1 bintang dari 5 bintang,setiawan ardianto,Kok saya ngga bisa login?,22 November 2018
2322,Diberi rating 5 bintang dari 5 bintang,kris dianovstyck,amanah dan bisa di percaya,15 Mei 2019
2323,Diberi rating 5 bintang dari 5 bintang,Ferry Hariyanto,Sangat rama orang2 nnya...good job,26 Oktober 2018
2324,Diberi rating 5 bintang dari 5 bintang,sang kelana,masi nunggu proses.kapan ya di acc,20 Desember 2018
2325,Diberi rating 5 bintang dari 5 bintang,Ic Ka,sangat membantu terimakasih,18 Juni 2019
2326,Diberi rating 5 bintang dari 5 bintang,Siti masitoh Siti,semoga di proses lg butuh bangeet,31 Juli 2019
2327,Diberi rating 5 bintang dari 5 bintang,Regar Cane,sangat membantu saya kasih 5,14 Agustus 2019
2328,Diberi rating 5 bintang dari 5 bintang,Elirudi Zai,Proses pengiriman data cepat,28 Agustus 2019
2329,Diberi rating 1 bintang dari 5 bintang,Aisah Arneta,Aplikasi ga jelas tolol ga guna,1 September 2019
2330,Diberi rating 5 bintang dari 5 bintang,operation nusa,Cepat dan paraktis,7 Oktober 2019
2331,Diberi rating 1 bintang dari 5 bintang,Tafrikha Tegal,kenpa sya sudah membatal kn pengajuan knpa masih di proses,13 Mei 2019
2332,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Aplikasi yg sngt yahooooouuuut,27 November 2018
2333,Diberi rating 5 bintang dari 5 bintang,I-K-A-N Chanel,untuk pertama kali masuk,31 Januari 2019
2334,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,sejauh ni pelayanan nya ok,14 Februari 2019
2335,Diberi rating 5 bintang dari 5 bintang,Meya Tikas,berhasil apply 2 kartu kredit😍,9 Februari 2019
2336,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,baru mau coba semoga berhasil,19 September 2018
2337,Diberi rating 5 bintang dari 5 bintang,Syahrul Anwar,lebih praktis memakainya,9 Januari 2019
2338,Diberi rating 3 bintang dari 5 bintang,7POINT CORP,Respon lebih di percepat,12 Oktober 2018
2339,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Tolong d acc kak,,lg btuh modal nih",11 Desember 2018
2340,Diberi rating 5 bintang dari 5 bintang,Anisa Imo,"sangat membantu,,,mantul,,👍",9 Juni 2019
2341,Diberi rating 5 bintang dari 5 bintang,adhie05 Oppi2018,Pelayanan ramah amat sangat 😁😁😁,27 Agustus 2019
2342,Diberi rating 5 bintang dari 5 bintang,Yudha Nofriadi,"Bismillah,. Moga di acc,amin",13 November 2018
2343,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,moga2 d acc buat modal usaha...josss,31 Januari 2019
2344,Diberi rating 3 bintang dari 5 bintang,WIDODO TREE STAR,kurang lebih profesional,13 Oktober 2018
2345,Diberi rating 5 bintang dari 5 bintang,Vera Wati,satya kasih bintang 5 supaa cpet acc nya ID 28JB8ZG5,3 Mei 2019
2346,Diberi rating 5 bintang dari 5 bintang,Dyah Cahyarini,"cermati memang ok, pengajuannya gampang",30 Maret 2019
2347,Diberi rating 1 bintang dari 5 bintang,andri abdillah,"sangat tidak membantu, payah 👎",21 Januari 2019
2348,Diberi rating 5 bintang dari 5 bintang,Alby Luthfy,"tolong tim cermati,bantu saya.",7 April 2019
2349,Diberi rating 5 bintang dari 5 bintang,puji laksono,trims..sdh banyak di bantu,9 Mei 2019
2350,Diberi rating 5 bintang dari 5 bintang,Johan Fero,Moga di ACC dan sukses terus,12 September 2018
2351,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,apk tidak berguna. hapus saja,25 Maret 2019
2352,Diberi rating 2 bintang dari 5 bintang,Mus ijah,"perbarui,,,,tpi lma",15 Juni 2019
2353,Diberi rating 4 bintang dari 5 bintang,Wasroni Roni,Saya kasih 4 bintang dl bos,27 Agustus 2019
2354,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,punya ku kok gk pernah di acc np,7 Mei 2019
2355,Diberi rating 1 bintang dari 5 bintang,Resqhi Kurniawan,tolong minta nomor cs nya dong,5 April 2019
2356,Diberi rating 5 bintang dari 5 bintang,Kispi Ana,semoga proses y cpt gk berbelit2..,26 Maret 2019
2357,Diberi rating 5 bintang dari 5 bintang,Sudar Yanto,Lebih ditingkatkan lagi,4 November 2018
2358,Diberi rating 5 bintang dari 5 bintang,Muhammad Zacky,semoga membantu baru mau coba soalnye,4 Mei 2019
2359,Diberi rating 5 bintang dari 5 bintang,Endy Habsyiee,tolong d acc pengajuan saya,17 Januari 2019
2360,Diberi rating 1 bintang dari 5 bintang,Nabila Rasyida,APK BOHONG KATANYA MAU AMBIL DOKUMEN. NYURI DATA DOANG,5 Februari 2019
2361,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,3 dulu deh klo disetujui br tmbh,10 Maret 2019
2362,Diberi rating 5 bintang dari 5 bintang,Eko wahyu hidayat Hidayat,mau mengajukan pinjaman semoga acc,13 Mei 2019
2363,Diberi rating 5 bintang dari 5 bintang,Agus Yulianto,lebih mudah dlm pelayanan,11 Juni 2019
2364,Diberi rating 5 bintang dari 5 bintang,Sabila Noviana,"mudah"" sangat membatu",11 Juni 2019
2365,Diberi rating 5 bintang dari 5 bintang,Budi Santoso,semoga di acc pinjaman saya,23 Juni 2019
2366,Diberi rating 4 bintang dari 5 bintang,Su Kemi,bisa minjam 10 jt tdk ?,8 Juli 2019
2367,Diberi rating 4 bintang dari 5 bintang,Haryanto Artul,"4 dulu y ,klo di acc baru +1",31 Juli 2019
2368,Diberi rating 5 bintang dari 5 bintang,Elma Wati,Smg di acc,29 Oktober 2019
2369,Diberi rating 4 bintang dari 5 bintang,Hanny Nurjanah,Mudh2an di Acc,13 November 2019
2370,Diberi rating 5 bintang dari 5 bintang,diana dewi,Semoga pinjaman saya di acc,29 Oktober 2018
2371,Diberi rating 5 bintang dari 5 bintang,hafid usman,mudah2an aplikasinya disetujui,26 November 2018
2372,Diberi rating 2 bintang dari 5 bintang,Ant0n Nias,klw dah cair pinjeman aku entar lgsung bintang 5,16 April 2019
2373,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Pengajuan Saya Lum ada kpastian..Dr pihak cermati,16 November 2018
2374,Diberi rating 5 bintang dari 5 bintang,heri susanto,"Semoga bisa di ACC, Amin",25 April 2019
2375,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Aplikasi yg belum jelas,15 November 2018
2376,Diberi rating 5 bintang dari 5 bintang,Wigi Feriyawan Feriyawan,Sangat berguna dan membantu,3 Desember 2018
2377,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,mudah2an pinjam saya di acc yah,7 Februari 2019
2378,Diberi rating 5 bintang dari 5 bintang,Don Imam Al-Husein,kita lihat prosesnya dulu,5 Juni 2019
2379,Diberi rating 5 bintang dari 5 bintang,Aroel bastian,saya akan ikuti prosesnya,27 Juli 2019
2380,Diberi rating 5 bintang dari 5 bintang,Arlo Desran,semoga dikasih pinjam dana nya,16 Juli 2019
2381,Diberi rating 5 bintang dari 5 bintang,Rafli Bima,Semoga di aprv pngajuan sy.....,27 November 2019
2382,Diberi rating 1 bintang dari 5 bintang,Wawan Setyawan,percuma udah daftar tpi di tolak,13 Maret 2019
2383,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,mantap pelayanan cepat,2 Februari 2019
2384,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,cermati pinjaman yg terbaik,28 Oktober 2018
2385,Diberi rating 5 bintang dari 5 bintang,Ardi Official,mau coba pengajuan mudah2n di bantu acc,11 Februari 2019
2386,Diberi rating 5 bintang dari 5 bintang,Riski Aulia,semoga makin jaya &berkah,6 Mei 2019
2387,Diberi rating 1 bintang dari 5 bintang,M E,udah 2 bulan gak da hasil,27 Juli 2019
2388,Diberi rating 4 bintang dari 5 bintang,Taufik Nopel,"semoga di ACC, lago butuh",17 Juni 2019
2389,Diberi rating 2 bintang dari 5 bintang,Saeful Ridwan,pengajuan yg tdk terpenuhi,23 Maret 2019
2390,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,sangat membantu sekali,20 Desember 2018
2391,Diberi rating 5 bintang dari 5 bintang,Via Vallen,Sangat membantu sekali,19 Oktober 2018
2392,Diberi rating 5 bintang dari 5 bintang,Teddy Adnan,sangat membantu syekali ...,10 Januari 2019
2393,Diberi rating 5 bintang dari 5 bintang,rina maya,Sangat membantu sekali,16 Desember 2018
2394,Diberi rating 5 bintang dari 5 bintang,atang suandana,coba kasih lima mudah2an di acc,22 April 2019
2395,Diberi rating 5 bintang dari 5 bintang,Panca Herry Soelastyo,sangat membantu sekali,31 Oktober 2018
2396,Diberi rating 5 bintang dari 5 bintang,Dian Andria Kristanto,Mantap sangat membantu,4 November 2018
2397,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,Apa masih di telpon lagi????,22 Oktober 2018
2398,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"tak jelas, nipu aplikasi anjing",1 Februari 2019
2399,Diberi rating 5 bintang dari 5 bintang,Jenifer Cruss,sangat bagus terimakasih,2 Juni 2019
2400,Diberi rating 5 bintang dari 5 bintang,Neng kirana,bagus...sukses slalu,26 Juni 2019
2401,Diberi rating 5 bintang dari 5 bintang,LinkNet Testing,sangat membantu terima kasih🙏,27 Juni 2019
2402,Diberi rating 5 bintang dari 5 bintang,Juhriadi890 Yadiansah,sangat membantu masarakat,12 Juli 2019
2403,Diberi rating 5 bintang dari 5 bintang,Lth Ikibr,semogga aplikasi CERMATI bisa bantu saya,19 Agustus 2019
2404,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Berharap di acc.. aminn,14 Oktober 2018
2405,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Baik Jika 100% di Acc,10 Februari 2019
2406,Diberi rating 4 bintang dari 5 bintang,Heny Prasetyowati,Trims atas bantuannya,6 November 2018
2407,Diberi rating 4 bintang dari 5 bintang,Agus Endaru,Semoga lampiran saya berhasil,28 Oktober 2018
2408,Diberi rating 5 bintang dari 5 bintang,Kurniadi adi,Mudah2an di acc ya admin,27 November 2018
2409,Diberi rating 5 bintang dari 5 bintang,hendri albertono,pengajuannya cukup simpel...,15 Maret 2019
2410,Diberi rating 5 bintang dari 5 bintang,hirmawan gina,"mudah2 di acc,terimakasih",8 Maret 2019
2411,Diberi rating 5 bintang dari 5 bintang,Indra sofyan,Mantappp..sangat membantu,8 Januari 2019
2412,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,Lama menunggu jawaban,23 Oktober 2018
2413,Diberi rating 5 bintang dari 5 bintang,herman maulana,makasih ya sudah di bantu,20 Desember 2018
2414,Diberi rating 1 bintang dari 5 bintang,jajang sukmana,tong di acc.nanti di kasi pool bintang ny,16 Mei 2019
2415,Diberi rating 2 bintang dari 5 bintang,Jefri Vivi,saya tdak bisa masuk.ttp ggl terus,30 Mei 2019
2416,Diberi rating 5 bintang dari 5 bintang,Elin Nafsiyah,app ini bagus juga.....,12 Juni 2019
2417,Diberi rating 2 bintang dari 5 bintang,Yoko Cahyoko,tidak membantu apapun..,17 Juli 2019
2418,Diberi rating 5 bintang dari 5 bintang,Egi A,tolong dong gmna caranya,1 Agustus 2019
2419,Diberi rating 4 bintang dari 5 bintang,RAFFAEL anak betawi,semoga di acc kartunya..,30 April 2019
2420,Diberi rating 5 bintang dari 5 bintang,Alfian Arif Bintara,Bunga terlalu tinggi,26 November 2018
2421,Diberi rating 5 bintang dari 5 bintang,Farid Habib,Semoga memang membantu,4 Maret 2019
2422,Diberi rating 5 bintang dari 5 bintang,SWD LM,Cukup membantu & mantap,5 Oktober 2018
2423,Diberi rating 4 bintang dari 5 bintang,Epul Opik,Apabila pengajuan saya di acc Salut buat cermati,31 Oktober 2018
2424,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Ada yg cicilan aku mau...,10 Oktober 2018
2425,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,2 ajj dulu klo acc baru bintang 7😀,5 Januari 2019
2426,Diberi rating 5 bintang dari 5 bintang,fahri yoga,bagus mudah mudahan minjam di acc,1 Februari 2019
2427,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,Mudah mudahan di ACC,5 November 2018
2428,Diberi rating 5 bintang dari 5 bintang,Aghadwi Athari,"Dicoba, Mudah2an acc, Aamiiin...",3 November 2018
2429,Diberi rating 5 bintang dari 5 bintang,monek modal nekat,Mudah mudahan di ACC,21 September 2018
2430,Diberi rating 4 bintang dari 5 bintang,Novi Annisa,Semoga bisa di acc..,23 September 2018
2431,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Aplikasi ini sangat membantu sekali.,26 November 2018
2432,Diberi rating 5 bintang dari 5 bintang,kholiez noer,semoga di verifikasi,4 Februari 2019
2433,Diberi rating 5 bintang dari 5 bintang,Asep ana Nugraha,trimakasih sudah d respon,15 Februari 2019
2434,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,tolong cermati percepat pengajuan saya.. trmksh,10 Februari 2019
2435,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Kalo di acc aku tambah,15 Oktober 2018
2436,Diberi rating 5 bintang dari 5 bintang,Mat Sam,bagus bnget kalau di acc,1 Juni 2019
2437,Diberi rating 1 bintang dari 5 bintang,kas nawi,Sllu ribet dan sering di tolak,26 Agustus 2019
2438,Diberi rating 5 bintang dari 5 bintang,Iwan Setiawan S.,Bingung masukin kode refferal,6 Oktober 2018
2439,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,sttus masih dlm tahap pengajuan aj.respon lama,4 Februari 2019
2440,Diberi rating 5 bintang dari 5 bintang,Iwan kusam,Mudah mudahan approve,14 November 2018
2441,Diberi rating 5 bintang dari 5 bintang,Hari Seyek,sangat membantu sekali,29 April 2019
2442,Diberi rating 4 bintang dari 5 bintang,Ratno Saputro,"muda-mudahan di acc,,, t,q",4 Mei 2019
2443,Diberi rating 3 bintang dari 5 bintang,Nensih Fiyanawati,Mudah2an app yg bagus,25 September 2018
2444,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Mudah2an d acc soal nya saya butuh bangey,18 Oktober 2018
2445,Diberi rating 5 bintang dari 5 bintang,singgi befee,Semua dapat membantu,14 Oktober 2018
2446,Diberi rating 5 bintang dari 5 bintang,Sulthan Sulthan,Applikasi bagus banget,23 Oktober 2018
2447,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,semoga dapat membantu saya,5 Maret 2019
2448,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Semoga berkah...amin,7 Oktober 2018
2449,Diberi rating 5 bintang dari 5 bintang,Jeffry Wonua,Sangat membantu. Top👍,10 Oktober 2018
2450,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,semoga dapat membantu,1 Maret 2019
2451,Diberi rating 2 bintang dari 5 bintang,mely sudra,Tidak pernah di tanggapi,6 Desember 2018
2452,Diberi rating 5 bintang dari 5 bintang,EF'DE DE'EF,semoga di beri kepercayaan,11 Mei 2019
2453,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Asuhhh semua di tlp gw merasa ngajuin bkin malu aj,16 November 2018
2454,Diberi rating 5 bintang dari 5 bintang,Robilah Hayati,masuk ke aplikasi mudah,15 Agustus 2019
2455,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,semoga dapat bekerjasama,30 Januari 2019
2456,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,tolong acc pengajan saya ya :),24 Januari 2019
2457,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,kasih nilai tiga dulu mudah2 di acc,16 Februari 2019
2458,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,bagus bangat ni fintech,5 Februari 2019
2459,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,sangat buruk pelayanannya,12 Maret 2019
2460,Diberi rating 3 bintang dari 5 bintang,Muhamad Raffahaziq,Ga da 1 pun yg bisa,6 Desember 2018
2461,Diberi rating 3 bintang dari 5 bintang,Sigit Aja,Tidak pernah di acc,7 Desember 2018
2462,Diberi rating 5 bintang dari 5 bintang,Ade Rully,semoga dapat membantu saya,23 April 2019
2463,Diberi rating 5 bintang dari 5 bintang,evan suherman,Mmg bagus ini aplikasi,23 Oktober 2018
2464,Diberi rating 2 bintang dari 5 bintang,PUJI HARTONO94,bagaimana ini pengajuan no repon terus,24 Desember 2018
2465,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,ga ada kabar ....gmn sih,11 Januari 2019
2466,Diberi rating 5 bintang dari 5 bintang,Irvan Kamara,tolong di bantu admin,15 Mei 2019
2467,Diberi rating 5 bintang dari 5 bintang,AL Barack official,pak tolong di bntu ya,23 Mei 2019
2468,Diberi rating 4 bintang dari 5 bintang,Hendrix Azza,Mohon Di permudah pengajuan saya,9 November 2018
2469,Diberi rating 5 bintang dari 5 bintang,Ayi Mardi,sangat membantu sekali,7 Juli 2019
2470,Diberi rating 5 bintang dari 5 bintang,Topik Haryadi,kalo pinjaman saya caier tmbah bintang 5lgi mksih,26 Juli 2019
2471,Diberi rating 5 bintang dari 5 bintang,Abdul Kohar,moga z di acc buat renopasi kontrakan terimakasih,13 Agustus 2019
2472,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Semoga cepat di acc,16 September 2018
2473,Diberi rating 5 bintang dari 5 bintang,Popi Ropiyati,saya butuh pinnjaman,3 Februari 2019
2474,Diberi rating 5 bintang dari 5 bintang,Kamikaze Izoel10,semoga cepat di acc,28 Januari 2019
2475,Diberi rating 5 bintang dari 5 bintang,Herson Nainggolan,"bagus, sangat membantu...",6 Februari 2019
2476,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Bertele tele ga ada hasil,21 Oktober 2018
2477,Diberi rating 5 bintang dari 5 bintang,Andika Saputra jaya,Sangatlah membantu dalam,17 November 2018
2478,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,semoga di permudah amin,14 April 2019
2479,Diberi rating 5 bintang dari 5 bintang,Martin Gunawan,ok. sangat bermanfaat,28 April 2019
2480,Diberi rating 1 bintang dari 5 bintang,Dedek Mujiyanto,Jelek jangan di download,13 Oktober 2018
2481,Diberi rating 5 bintang dari 5 bintang,taufik yusuf,semoga saja dapat membantu,20 Mei 2019
2482,Diberi rating 5 bintang dari 5 bintang,Hadi Hadi aja,mudah2an sampai d makassar,17 Juni 2019
2483,Diberi rating 1 bintang dari 5 bintang,Bunda Rijal,sayA mnunggu pross ny dri semlm blm ada k putusn,5 Juli 2019
2484,Diberi rating 5 bintang dari 5 bintang,Iyus Rusliana,nyoba2 mudah2an yg ke 2 di proses,10 Juli 2019
2485,Diberi rating 1 bintang dari 5 bintang,Iwan Sutawijaya,Tolong data sy hapus..,29 Agustus 2019
2486,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Tingkatkan pelayanannya,18 Oktober 2018
2487,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Semoga di ACC oleh cermati,9 Desember 2018
2488,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Semoga z di acc...,28 September 2018
2489,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Semoga slalu sukses,3 November 2018
2490,Diberi rating 1 bintang dari 5 bintang,Dominikus Didi Woda,Mencoba dulu bintang 1 dlu,3 Desember 2018
